ticker,nasdaq,marketCap
CME,y,59940917248.0
CMG,y,33019107328.0
CMI,y,29427396608.0
CMLS,y,79930784.0
CMO,y,593282560.0
CMP,y,1968769408.0
CMPR,y,2544305408.0
CMRE,y,599973376.0
CMRX,y,211182336.0
CMS,y,18001348608.0
CMT,y,45420548.0
CMTL,y,434292160.0
CMU,y,126330840.0
CNA,y,9270374400.0
CNBKA,y,407292640.0
CNC,y,37248331776.0
CNCE,y,292381536.0
CNDT,y,863450880.0
CNET,y,30368660.0
CNF,y,242780992.0
CNFR,y,22459694.0
CNHI,y,10040158208.0
CNI,y,71312605184.0
CNK,y,1301474432.0
CNMD,y,2427712000.0
CNNB,y,26780580.0
CNNE,y,3482038272.0
CNO,y,2298682112.0
CNOB,y,588344384.0
CNP,y,10259228672.0
CNQ,y,23618547712.0
CNR,y,878010944.0
CNS,y,2891348480.0
CNSL,y,596150784.0
CNSP,y,31255380.0
CNST,y,1219800064.0
CNTG,y,254224640.0
CNTY,y,138711440.0
CNX,y,2078620928.0
CNXM,y,867460288.0
CNXN,y,1216604800.0
CO,y,464324800.0
COCP,y,106367024.0
CODA,y,61070792.0
CODI,y,1122121088.0
CODX,y,706471168.0
COE,y,542249472.0
COF,y,30001725440.0
COFS,y,209605792.0
COG,y,8206762496.0
COHN,y,23712424.0
COHR,y,3103643648.0
COHU,y,749764544.0
COKE,y,2467342592.0
COLB,y,2160733184.0
COLD,y,7915104768.0
COLL,y,632854272.0
COLM,y,5037614592.0
COMM,y,2157563392.0
CONE,y,9933035520.0
CONN,y,320099424.0
COO,y,16208996352.0
COOP,y,1654095488.0
COP,y,41079431168.0
COR,y,5359145472.0
CORE,y,1414350976.0
CORR,y,138699232.0
CORT,y,1610878464.0
COST,y,150519955456.0
COTY,y,3052379904.0
COUP,y,19405150208.0
COWN,y,472111616.0
CP,y,38341615616.0
CPA,y,1971652736.0
CPAA,y,607500032.0
CPAC,y,669559360.0
CPAH,y,25451114.0
CPB,y,15099134976.0
CPE,y,413376064.0
CPF,y,464544288.0
CPG,y,957618496.0
CPHC,y,50696712.0
CPHI,y,21645986.0
CPIX,y,51545020.0
CPK,y,1428510720.0
CPLG,y,334976256.0
CPLP,y,112704216.0
CPRI,y,2381464576.0
CPRT,y,23299368960.0
CPRX,y,418879360.0
CPS,y,223371728.0
CPSH,y,27867612.0
CPSI,y,410111936.0
CPSS,y,74926168.0
CPST,y,50268984.0
CPT,y,8658496512.0
CPTA,y,35948964.0
CQP,y,17816592384.0
CR,y,3497196800.0
CRAI,y,330884128.0
CRBP,y,539756096.0
CREE,y,7858906112.0
CREG,y,7205348.0
CRESY,y,301327136.0
CREX,y,22369988.0
CRF,y,436323552.0
CRH,y,30318071808.0
CRHM,y,172633200.0
CRI,y,3509134592.0
CRIS,y,76492416.0
CRK,y,1416346880.0
CRL,y,11008778240.0
CRMD,y,107644064.0
CRMT,y,649197568.0
CRNC,y,1848248576.0
CRNT,y,215006416.0
CRNX,y,530127968.0
CRON,y,1965652736.0
CROX,y,2603358464.0
CRS,y,1140627328.0
CRSA,y,315000000.0
CRSAU,y,316915040.0
CRSP,y,6302147072.0
CRT,y,38100000.0
CRTO,y,854767360.0
CRTX,y,1298185472.0
CRUS,y,3773926400.0
CRVL,y,1447338368.0
CRVS,y,119151728.0
CRWD,y,21977389056.0
CRWS,y,48591036.0
CRY,y,797289472.0
CS,y,26953140224.0
CSBR,y,114031232.0
CSCO,y,200263680000.0
CSFL,y,2251754496.0
CSGP,y,32691226624.0
CSGS,y,1451279872.0
CSII,y,1228919680.0
CSIQ,y,1494935808.0
CSL,y,6872688128.0
CSLT,y,173225648.0
CSOD,y,2317097984.0
CSPI,y,32710184.0
CSPR,y,346747264.0
CSQ,y,2133041792.0
CSSE,y,110912472.0
CSSEP,y,80841288.0
CSTE,y,370499872.0
CSTL,y,821792192.0
CSTM,y,1144752640.0
CSTR,y,243985024.0
CSU,y,20521346.0
CSV,y,413735072.0
CSWC,y,270828608.0
CSWI,y,1078844544.0
CSX,y,55795314688.0
CTAS,y,32085725184.0
CTB,y,1773289984.0
CTBI,y,593094080.0
CTEK,y,19331020.0
CTG,y,72072704.0
CTHR,y,20380072.0
CTIB,y,12225339.0
CTIC,y,92102000.0
CTK,y,414107552.0
CTL,y,11512774656.0
CTLT,y,14443127808.0
CTMX,y,349934784.0
CTO,y,199842224.0
CTR,y,104294808.0
CTRA,y,73196800.0
CTRC,y,9694101.0
CTRE,y,1800329472.0
CTRM,y,25700512.0
CTRN,y,202456656.0
CTS,y,701495424.0
CTSH,y,36590428160.0
CTSO,y,412157952.0
CTT,y,473025344.0
CTVA,y,18951639040.0
CTXR,y,50157460.0
CTXS,y,17435305984.0
CUB,y,1404792320.0
CUBA,y,22510532.0
CUBE,y,5848293376.0
CUBI,y,418456768.0
CUE,y,565013056.0
CUK,y,8438361600.0
CULP,y,140539248.0
CURO,y,315632960.0
CUTR,y,260198688.0
CUZ,y,4773490176.0
CVA,y,1339617280.0
CVBF,y,2581484544.0
CVCO,y,1879101312.0
CVCY,y,163804208.0
CVE,y,5997015552.0
CVEO,y,177401120.0
CVET,y,2569183744.0
CVGI,y,94937832.0
CVGW,y,1118457344.0
CVI,y,1753260672.0
CVIA,y,63371520.0
CVLT,y,2035212544.0
CVLY,y,122051376.0
CVM,y,458757216.0
CVNA,y,32761921536.0
CVR,y,20288772.0
CVS,y,85013151744.0
CVTI,y,238372016.0
CVU,y,40079028.0
CVV,y,24410766.0
CVX,y,162079047680.0
CW,y,4283678208.0
CWBC,y,68033848.0
CWBR,y,75981664.0
CWCO,y,192105296.0
CWEN,y,5148406784.0
CWH,y,2864087552.0
CWK,y,2378310144.0
CWST,y,2737798400.0
CWT,y,2411610368.0
CX,y,4985342976.0
CXDC,y,78330096.0
CXE,y,160129216.0
CXH,y,90373584.0
CXO,y,10085168128.0
CXP,y,1387303680.0
CXW,y,1045574912.0
CY,y,8934261760.0
CYAD,y,145499264.0
CYAN,y,15372190.0
CYBE,y,264334448.0
CYBR,y,4283305472.0
CYCC,y,23133602.0
CYCCP,y,12283496.0
CYCN,y,147892080.0
CYD,y,548318400.0
CYH,y,610056896.0
CYOU,y,575745600.0
CYRN,y,99325376.0
CYRX,y,1278961536.0
CYTK,y,1514170624.0
CZNC,y,247010800.0
CZR,y,25357103104.0
CZWI,y,75267224.0
CZZ,y,4147828224.0
D,y,67731767296.0
DAC,y,116261816.0
DAIO,y,31981792.0
DAKT,y,189168864.0
DAL,y,17336954880.0
DAN,y,1845048064.0
DAO,y,4839554560.0
DAR,y,5122826240.0
DARE,y,31176052.0
DAVA,y,2928631040.0
DB,y,18933270528.0
DBD,y,630717760.0
DBI,y,505472160.0
DBL,y,291114944.0
DBVT,y,261599520.0
DBX,y,8549398016.0
DCF,y,120752216.0
DCI,y,6464111104.0
DCO,y,468742016.0
DCOM,y,458916672.0
DCP,y,2908286720.0
DCPH,y,2757389312.0
DCUE,y,62455549952.0
DD,y,40998969344.0
DDD,y,752248384.0
DDF,y,64194600.0
DDOG,y,22537250816.0
DDS,y,647187840.0
DE,y,57409626112.0
DEA,y,2036789504.0
DEAC,y,876500032.0
DECK,y,5896943104.0
DEI,y,5075352576.0
DELL,y,45041610752.0
DENN,y,621162752.0
DEO,y,78675050496.0
DESP,y,601064896.0
DEX,y,106504752.0
DFFN,y,65593992.0
DFIN,y,400199424.0
DFNS,y,215624992.0
DFP,y,515146272.0
DFS,y,15746974720.0
DG,y,49158787072.0
DGICA,y,410416224.0
DGICB,y,415140288.0
DGII,y,414055072.0
DGLY,y,85061120.0
DGX,y,16816079872.0
DHC,y,1063654336.0
DHF,y,199219088.0
DHI,y,24870010880.0
DHIL,y,388635680.0
DHR,y,145712611328.0
DHT,y,844722304.0
DHX,y,140707056.0
DHY,y,217364688.0
DIAX,y,501863232.0
DIN,y,830313856.0
DIOD,y,2674734080.0
DIS,y,234791288832.0
DISCA,y,10099037184.0
DISCB,y,10332867584.0
DISCK,y,10205684736.0
DISH,y,17910579200.0
DIT,y,40897168.0
DJCO,y,428170592.0
DK,y,1104861056.0
DKL,y,924202496.0
DKS,y,4096686080.0
DL,y,301087872.0
DLA,y,96530584.0
DLB,y,7058750976.0
DLHC,y,116254904.0
DLNG,y,111083704.0
DLPH,y,1433404928.0
DLPN,y,29090960.0
DLR,y,42570768384.0
DLTH,y,258849600.0
DLTR,y,22890514432.0
DLX,y,1213050624.0
DMAC,y,77058096.0
DMB,y,259265168.0
DMF,y,184246688.0
DMLP,y,396736896.0
DMO,y,145239776.0
DMPI,y,12145373.0
DMRC,y,189255232.0
DMTK,y,217567904.0
DNI,y,135202656.0
DNJR,y,214126080.0
DNK,y,1371637504.0
DNKN,y,5639087616.0
DNLI,y,3338901248.0
DNN,y,309895712.0
DNOW,y,959262656.0
DNP,y,3325985792.0
DO,y,129221432.0
DOC,y,3708855296.0
DOCU,y,37575299072.0
DOGZ,y,30578046.0
DOMO,y,892979968.0
DOOO,y,3912828160.0
DOOR,y,2166149376.0
DORM,y,2789150464.0
DOV,y,15553079296.0
DOW,y,31593990144.0
DOX,y,8262315008.0
DOYU,y,4847919616.0
DPG,y,449468160.0
DPHC,y,428750016.0
DPHCU,y,457440736.0
DPW,y,15647027.0
DPZ,y,15310782464.0
DQ,y,1703052928.0
DRAD,y,13362652.0
DRD,y,1280081408.0
DRE,y,14729838592.0
DRH,y,1063957696.0
DRI,y,10269419520.0
DRIO,y,65623048.0
DRNA,y,1554461952.0
DRQ,y,1275157632.0
DRRX,y,467344384.0
DRTT,y,131268568.0
DS,y,110666320.0
DSE,y,11791958.0
DSGX,y,4896729600.0
DSKE,y,359910560.0
DSL,y,1664261632.0
DSM,y,382522400.0
DSPG,y,355079360.0
DSS,y,43539296.0
DSSI,y,330476512.0
DSU,y,468649184.0
DSWL,y,39390120.0
DSX,y,124092248.0
DT,y,10635196416.0
DTE,y,22898499584.0
DTEA,y,23493150.0
DTF,y,123549856.0
DTIL,y,358880896.0
DTSS,y,67439040.0
DUC,y,259000080.0
DUK,y,63645618176.0
DUO,y,673108544.0
DUOT,y,17270100.0
DVA,y,10049140736.0
DVAX,y,846432896.0
DVD,y,52405060.0
DVN,y,4635707904.0
DWSN,y,41797572.0
DX,y,354976800.0
DXC,y,5056052224.0
DXCM,y,42193588224.0
DXF,y,14268205.0
DXLG,y,16579887.0
DXPE,y,333884352.0
DXR,y,69802344.0
DXYN,y,15339289.0
DY,y,1451711744.0
DYAI,y,243837696.0
DYNT,y,12558788.0
DZSI,y,231269056.0
E,y,33221445632.0
EA,y,41571930112.0
EAD,y,453459296.0
EAF,y,1891627392.0
EARN,y,135392400.0
EARS,y,5092216.0
EAST,y,12020400.0
EAT,y,1335205120.0
EB,y,838998080.0
EBAY,y,38640431104.0
EBF,y,469055072.0
EBIX,y,800206464.0
EBMT,y,114049808.0
EBR,y,10596968448.0
EBS,y,6915167744.0
EBSB,y,639891904.0
EBTC,y,265275792.0
EC,y,23559811072.0
ECC,y,234067904.0
ECCB,y,395506272.0
ECF,y,162158624.0
ECHO,y,703826560.0
ECL,y,55399546880.0
ECOL,y,1188296960.0
ECOM,y,504622272.0
ECOR,y,85411872.0
ECPG,y,1346941568.0
ECT,y,7045521.0
ED,y,25094402048.0
EDAP,y,95584448.0
EDD,y,382012352.0
EDF,y,119084872.0
EDI,y,77888136.0
EDIT,y,2156542720.0
EDN,y,325726048.0
EDNT,y,31775880.0
EDRY,y,9333752.0
EDSA,y,70607504.0
EDU,y,22317891584.0
EDUC,y,133591488.0
EE,y,2789871872.0
EEA,y,68449744.0
EEFT,y,5255547904.0
EEX,y,204433360.0
EFC,y,534114784.0
EFF,y,108087232.0
EFL,y,196961616.0
EFOI,y,21383142.0
EFR,y,430388160.0
EFSC,y,824440768.0
EFT,y,467601184.0
EFX,y,20239593472.0
EGAN,y,331129984.0
EGBN,y,1012180992.0
EGF,y,63046388.0
EGHT,y,1654193536.0
EGIF,y,89416496.0
EGLE,y,185734528.0
EGO,y,2113507072.0
EGOV,y,1505635712.0
EGP,y,5388620800.0
EGRX,y,643199680.0
EGY,y,66074512.0
EH,y,504050400.0
EHC,y,6723544064.0
EHI,y,434288224.0
EHT,y,210781376.0
EHTH,y,2035288448.0
EIDX,y,1590048896.0
EIG,y,997848384.0
EIGI,y,792042048.0
EIGR,y,295916096.0
EIM,y,960575232.0
EIX,y,20654649344.0
EKSO,y,51778152.0
EL,y,71996203008.0
ELA,y,113351728.0
ELAN,y,11465929728.0
ELF,y,1009530496.0
ELLO,y,326679936.0
ELMD,y,150756768.0
ELOX,y,120784976.0
ELP,y,3158886656.0
ELS,y,12248101888.0
ELSE,y,13072752.0
ELTK,y,19536004.0
ELVT,y,109913672.0
ELY,y,1740056960.0
EMAN,y,80804200.0
EMCF,y,56043212.0
EMD,y,808529280.0
EME,y,4096529152.0
EMF,y,252718512.0
EMKR,y,104269176.0
EML,y,121009440.0
EMMS,y,22778470.0
EMN,y,9888670720.0
EMO,y,169818752.0
EMR,y,39662182400.0
EMX,y,239651440.0
ENB,y,67082072064.0
ENBL,y,2564877056.0
ENDP,y,778699968.0
ENG,y,27961872.0
ENIA,y,11011103744.0
ENIC,y,5521601536.0
ENLC,y,1419819776.0
ENLV,y,71302152.0
ENOB,y,211563184.0
ENPH,y,9178349568.0
ENR,y,3168934656.0
ENS,y,3094758144.0
ENSG,y,3065467392.0
ENSV,y,9598769.0
ENTA,y,943402816.0
ENTG,y,9472384000.0
ENTX,y,30815800.0
ENV,y,4764851200.0
ENVA,y,541972800.0
ENX,y,222673904.0
ENZ,y,121163976.0
EOD,y,197115296.0
EOG,y,28409667584.0
EOI,y,605194816.0
EOLS,y,118387032.0
EOS,y,925045376.0
EOT,y,317217088.0
EPAC,y,1259930496.0
EPAM,y,16580541440.0
EPAY,y,2255957248.0
EPC,y,1592063872.0
EPD,y,39127609344.0
EPIX,y,191969440.0
EPM,y,92278200.0
EPR,y,2399547648.0
EPRT,y,1650245760.0
EPSN,y,79956576.0
EPZM,y,1306021888.0
EQ,y,167644304.0
EQBK,y,232840000.0
EQC,y,3781764864.0
EQH,y,9639866368.0
EQIX,y,70110658560.0
EQM,y,4445825024.0
EQNR,y,51279929344.0
EQR,y,20542269440.0
EQS,y,18519798.0
EQT,y,4388703744.0
EQX,y,2924088320.0
ERA,y,111071064.0
ERC,y,344420576.0
ERF,y,663789056.0
ERH,y,122456832.0
ERI,y,6968820224.0
ERIC,y,38632071168.0
ERIE,y,11357366272.0
ERII,y,442114304.0
ERJ,y,1025190656.0
EROS,y,471559488.0
ERYP,y,136509808.0
ES,y,30493353984.0
ESBA,y,1907676928.0
ESBK,y,37510404.0
ESCA,y,247400592.0
ESE,y,2360272128.0
ESEA,y,15232707.0
ESGR,y,3868836608.0
ESGRO,y,3675715328.0
ESGRP,y,3644622336.0
ESI,y,2830231552.0
ESLT,y,6038313984.0
ESNT,y,4026991872.0
ESP,y,45019312.0
ESPR,y,1049461184.0
ESQ,y,127433024.0
ESRT,y,1936881152.0
ESS,y,14554198016.0
ESSA,y,148541968.0
ESSC,y,174379488.0
ESTA,y,438581408.0
ESTC,y,7278878720.0
ESTE,y,195904352.0
ESXB,y,116688624.0
ET,y,17332709376.0
ETB,y,371342176.0
ETFC,y,11587641344.0
ETG,y,1159763072.0
ETH,y,324688192.0
ETJ,y,638009984.0
ETM,y,193338848.0
ETN,y,39113777152.0
ETNB,y,526631264.0
ETO,y,338713920.0
ETON,y,139147840.0
ETR,y,20956086272.0
ETRN,y,4540935168.0
ETSY,y,16028650496.0
ETTX,y,78326888.0
ETV,y,1302839680.0
ETW,y,952334784.0
ETX,y,234889776.0
ETY,y,1693161600.0
EURN,y,2093813760.0
EV,y,4364665344.0
EVA,y,1633952128.0
EVBG,y,4527367168.0
EVBN,y,125173536.0
EVC,y,114369888.0
EVER,y,1157235712.0
EVF,y,221519600.0
EVFM,y,238151296.0
EVG,y,204017648.0
EVGN,y,30911384.0
EVH,y,1116319232.0
EVI,y,316925696.0
EVK,y,17173568.0
EVLO,y,196080544.0
EVM,y,292683264.0
EVN,y,520036992.0
EVOK,y,103750912.0
EVOL,y,14389509.0
EVOP,y,1077502336.0
EVR,y,2515012096.0
EVRG,y,12511832064.0
EVRI,y,593029952.0
EVSI,y,84797944.0
EVT,y,1452510208.0
EVTC,y,2297456640.0
EVV,y,1370534656.0
EVY,y,72600592.0
EW,y,47836753920.0
EWBC,y,5219418624.0
EXAS,y,13017977856.0
EXC,y,37937442816.0
EXD,y,92158160.0
EXEL,y,6856895488.0
EXFO,y,225465600.0
EXG,y,2329016576.0
EXK,y,635200704.0
EXLS,y,2321484288.0
EXP,y,3505057536.0
EXPC,y,347187520.0
EXPD,y,14254427136.0
EXPE,y,11659701248.0
EXPI,y,1995666304.0
EXPO,y,4250990336.0
EXPR,y,73483488.0
EXR,y,13392303104.0
EXTN,y,187300336.0
EXTR,y,601379776.0
EYE,y,2673263872.0
EYEG,y,19432392.0
EYEN,y,67238400.0
EYES,y,20591380.0
EYPT,y,87651896.0
EZPW,y,329305440.0
F,y,27291756544.0
FAF,y,6014219776.0
FAM,y,126915000.0
FAMI,y,9592178.0
FANG,y,6630185984.0
FANH,y,1127586560.0
FARM,y,105747768.0
FARO,y,1078668288.0
FAST,y,27792179200.0
FAT,y,38539476.0
FATE,y,2937932800.0
FAX,y,1022984512.0
FB,y,764737224704.0
FBC,y,1869471616.0
FBHS,y,11025591296.0
FBIO,y,251545984.0
FBIOP,y,99037208.0
FBIZ,y,135696544.0
FBK,y,849395072.0
FBM,y,665370816.0
FBMS,y,476045440.0
FBNC,y,632851136.0
FBP,y,1278405888.0
FBSS,y,53467604.0
FC,y,280751936.0
FCAP,y,198754464.0
FCAU,y,22238922752.0
FCBC,y,370839040.0
FCBP,y,178976336.0
FCCO,y,101811640.0
FCCY,y,129270344.0
FCEL,y,583990784.0
FCF,y,832165312.0
FCFS,y,2503834880.0
FCN,y,4280127744.0
FCNCA,y,4068153344.0
FCO,y,62120504.0
FCPT,y,1783053056.0
FCT,y,291798208.0
FCX,y,20269502464.0
FDBC,y,238761440.0
FDEU,y,181624224.0
FDP,y,1154649344.0
FDS,y,13518846976.0
FDUS,y,250483344.0
FDX,y,48076419072.0
FE,y,15949237248.0
FEDU,y,55195060.0
FEI,y,249608224.0
FEIM,y,94426448.0
FELE,y,2745575168.0
FEN,y,203211120.0
FENC,y,228236816.0
FENG,y,109185744.0
FEO,y,63662344.0
FET,y,49970824.0
FEYE,y,3531658752.0
FF,y,625527744.0
FFA,y,303538720.0
FFBC,y,1438917376.0
FFBW,y,64566896.0
FFC,y,937351616.0
FFG,y,904118592.0
FFHL,y,16263883.0
FFIC,y,334094016.0
FFIN,y,4494130688.0
FFIV,y,8599714816.0
FFNW,y,92752264.0
FFWM,y,714451072.0
FGB,y,43102800.0
FGBI,y,119135480.0
FGEN,y,3938432256.0
FHB,y,2349637632.0
FHI,y,2649182208.0
FHN,y,5416087552.0
FI,y,606060544.0
FIBK,y,1986532736.0
FICO,y,12809615360.0
FIF,y,178661040.0
FINS,y,189732752.0
FINV,y,635949568.0
FIS,y,91564933120.0
FISI,y,271356192.0
FISK,y,1913553024.0
FISV,y,69566087168.0
FIT,y,1727334656.0
FITB,y,14564531200.0
FITBI,y,18880557056.0
FIV,y,301702080.0
FIVE,y,5712759808.0
FIVN,y,8053956096.0
FIX,y,1912583552.0
FIXX,y,569236736.0
FIZZ,y,2945339136.0
FL,y,2864350208.0
FLC,y,219003824.0
FLDM,y,538073408.0
FLEX,y,5840365568.0
FLGT,y,782630912.0
FLIC,y,377523328.0
FLIR,y,4903303680.0
FLL,y,53610480.0
FLMN,y,250240800.0
FLNG,y,309669600.0
FLNT,y,154839264.0
FLO,y,5031229952.0
FLOW,y,1820945280.0
FLR,y,1595180160.0
FLS,y,3899593472.0
FLT,y,20163647488.0
FLWS,y,1886697216.0
FLXN,y,608342272.0
FLXS,y,135611200.0
FLY,y,231046736.0
FMAO,y,243558160.0
FMBH,y,440286208.0
FMBI,y,1489016192.0
FMC,y,14222458880.0
FMCI,y,372700320.0
FMCIU,y,119532432.0
FMN,y,165587040.0
FMNB,y,333651200.0
FMO,y,64785692.0
FMS,y,26153644032.0
FMX,y,20700059648.0
FMY,y,57719744.0
FN,y,2805560832.0
FNB,y,2543631360.0
FNCB,y,127887096.0
FND,y,7019828736.0
FNF,y,10516322304.0
FNHC,y,135502400.0
FNKO,y,275642048.0
FNLC,y,232723792.0
FNV,y,29327263744.0
FNWB,y,116283344.0
FOCS,y,2694275584.0
FOE,y,1055277760.0
FOF,y,312030880.0
FOLD,y,3970602240.0
FONR,y,169703584.0
FOR,y,873248384.0
FORD,y,13824083.0
FORK,y,33346016.0
FORM,y,2183843584.0
FORR,y,698809984.0
FORTY,y,1373735936.0
FOSL,y,206172928.0
FOX,y,14968995840.0
FOXA,y,14937611264.0
FOXF,y,4459939328.0
FPAC,y,810390592.0
FPAY,y,35657172.0
FPF,y,1330167680.0
FPH,y,789030528.0
FPI,y,352801440.0
FPL,y,106204608.0
FPRX,y,205890944.0
FR,y,5501746176.0
FRA,y,414224864.0
FRAF,y,108173736.0
FRAN,y,15406979.0
FRBA,y,129805496.0
FRBK,y,140359152.0
FRC,y,19910979584.0
FRD,y,36251852.0
FREQ,y,724315072.0
FRG,y,1056781440.0
FRGI,y,241395456.0
FRHC,y,1165996800.0
FRME,y,1408904192.0
FRO,y,1621074304.0
FRPH,y,412340224.0
FRPT,y,4137728768.0
FRSX,y,69654392.0
FRT,y,5961093632.0
FRTA,y,983070336.0
FSB,y,410789504.0
FSBC,y,25907812.0
FSBW,y,164962256.0
FSCT,y,1440405248.0
FSD,y,477089472.0
FSEA,y,38082712.0
FSFG,y,122305232.0
FSI,y,29254796.0
FSK,y,2037056512.0
FSLR,y,7723797504.0
FSLY,y,8186855936.0
FSM,y,1227624448.0
FSP,y,591377280.0
FSRV,y,320107456.0
FSS,y,1942615680.0
FSTR,y,162789600.0
FSV,y,5065275392.0
FT,y,176928576.0
FTAC,y,460147136.0
FTACU,y,454161984.0
FTAI,y,1446929024.0
FTCH,y,9248025600.0
FTDR,y,3774930688.0
FTEK,y,22640852.0
FTF,y,264618656.0
FTFT,y,91615960.0
FTI,y,3766574080.0
FTK,y,108463120.0
FTNT,y,21176018944.0
FTS,y,18732867584.0
FTSI,y,35822740.0
FTSV,y,4599408128.0
FTV,y,24346640384.0
FUL,y,2492228352.0
FULC,y,469406528.0
FULT,y,1658388480.0
FUN,y,1512940160.0
FUNC,y,77123584.0
FUND,y,187482624.0
FUSB,y,38108572.0
FUTU,y,4515125760.0
FUV,y,202102336.0
FVCB,y,136686544.0
FVE,y,150138976.0
FVRR,y,3823911936.0
FWONA,y,8463343104.0
FWONK,y,8478182400.0
FWP,y,46451876.0
FWRD,y,1587345152.0
FXNC,y,67202832.0
G,y,7879745536.0
GAB,y,1322424320.0
GABC,y,785644928.0
GAIA,y,236910064.0
GAIN,y,316443648.0
GAINL,y,348046720.0
GAINM,y,364369568.0
GALT,y,155689712.0
GAM,y,841596032.0
GARS,y,55691420.0
GASS,y,92177568.0
GATX,y,2268349952.0
GBAB,y,437853504.0
GBCI,y,3513440256.0
GBDC,y,2073776000.0
GBL,y,368280992.0
GBLI,y,342895680.0
GBLIZ,y,377057504.0
GBR,y,7492618.0
GBT,y,3916046336.0
GBX,y,904179904.0
GCAP,y,228334944.0
GCBC,y,190785520.0
GCI,y,203429376.0
GCO,y,245336208.0
GCP,y,1941124352.0
GCV,y,104741096.0
GD,y,43891986432.0
GDDY,y,13073794048.0
GDEN,y,300703520.0
GDL,y,129172000.0
GDO,y,261420512.0
GDOT,y,2809817856.0
GDP,y,104613728.0
GDS,y,12867350528.0
GDV,y,1720117888.0
GDYN,y,363888384.0
GE,y,56021057536.0
GEC,y,67942960.0
GECC,y,45483404.0
GEF,y,2004905728.0
GEL,y,763667200.0
GEN,y,169604592.0
GENC,y,182765088.0
GENE,y,59316756.0
GEO,y,1294932608.0
GEOS,y,103990648.0
GER,y,65372412.0
GERN,y,521416544.0
GES,y,839625600.0
GEVO,y,21169354.0
GF,y,263504304.0
GFED,y,64202396.0
GFF,y,1132520960.0
GFI,y,11896639488.0
GFL,y,7037442560.0
GFN,y,185593200.0
GFNCP,y,234892128.0
GFY,y,75783696.0
GGAL,y,3116253696.0
GGB,y,5298184704.0
GGG,y,9124092928.0
GGM,y,155537616.0
GGN,y,607539968.0
GGO,y,16646248.0
GGT,y,173791536.0
GGZ,y,90798688.0
GH,y,8466126848.0
GHC,y,2094212736.0
GHG,y,1237387648.0
GHIV,y,554924992.0
GHL,y,227463328.0
GHM,y,140773920.0
GHSI,y,34813092.0
GHY,y,546334080.0
GIB,y,18608080896.0
GIFI,y,46231972.0
GIGM,y,32272424.0
GIII,y,511281824.0
GIL,y,3640393984.0
GILD,y,86990561280.0
GILT,y,319086464.0
GIM,y,728401920.0
GIS,y,39245070336.0
GIX,y,226231648.0
GKOS,y,1921806592.0
GL,y,8800293888.0
GLAD,y,238311456.0
GLBS,y,26128238.0
GLBZ,y,22646216.0
GLDD,y,624140672.0
GLEO,y,173130000.0
GLG,y,229381520.0
GLIBA,y,8843066368.0
GLIBP,y,6803572736.0
GLMD,y,98387040.0
GLNG,y,869137088.0
GLO,y,311287712.0
GLOB,y,7076474880.0
GLOG,y,256947488.0
GLOP,y,205013872.0
GLP,y,437183392.0
GLPG,y,12484397056.0
GLPI,y,8469230592.0
GLQ,y,156255760.0
GLRE,y,263852144.0
GLT,y,722307840.0
GLU,y,89479888.0
GLUU,y,1151341184.0
GLV,y,82816048.0
GLW,y,24262565888.0
GLYC,y,186603584.0
GM,y,38238990336.0
GMAB,y,23693299712.0
GMDA,y,204693776.0
GME,y,269397024.0
GMED,y,5563351040.0
GMHI,y,535000000.0
GMHIU,y,511628096.0
GMLP,y,178105104.0
GMO,y,38171248.0
GMRE,y,624863168.0
GMS,y,1095767168.0
GMZ,y,60819096.0
GNC,y,46533960.0
GNCA,y,90193144.0
GNE,y,238619568.0
GNFT,y,196059552.0
GNK,y,293866656.0
GNL,y,1571321472.0
GNLN,y,147015488.0
GNMK,y,1149933568.0
GNPX,y,137519952.0
GNRC,y,11214240768.0
GNSS,y,137152816.0
GNT,y,109760704.0
GNTX,y,6665415680.0
GNTY,y,311910816.0
GNUS,y,346061920.0
GNW,y,1395925760.0
GO,y,4091129600.0
GOF,y,736812544.0
GOGL,y,563645312.0
GOGO,y,271834944.0
GOL,y,1184633088.0
GOLD,y,51511586816.0
GOLF,y,2612180480.0
GOOD,y,645681472.0
GOODM,y,644013760.0
GOOG,y,1018172080128.0
GOOGL,y,1017525108736.0
GOOS,y,2636894720.0
GORO,y,311841760.0
GOSS,y,1027744960.0
GPAQ,y,71981280.0
GPAQU,y,57103264.0
GPC,y,13380486144.0
GPI,y,1681659904.0
GPK,y,4112890112.0
GPL,y,327003072.0
GPM,y,269751712.0
GPMT,y,400293920.0
GPN,y,52316655616.0
GPOR,y,149594384.0
GPP,y,187754336.0
GPRE,y,511982816.0
GPRK,y,609599808.0
GPRO,y,778415552.0
GPS,y,5258471936.0
GPX,y,150749408.0
GRA,y,3114173696.0
GRAF,y,279386464.0
GRAM,y,402230240.0
GRBK,y,740676992.0
GRC,y,851708288.0
GRF,y,29212874.0
GRFS,y,16878219264.0
GRIF,y,271797024.0
GRIL,y,17248984.0
GRIN,y,69375184.0
GRMN,y,19485136896.0
GRNQ,y,49108716.0
GRNV,y,73240624.0
GROW,y,52915808.0
GRPN,y,737942016.0
GRTS,y,138916688.0
GRTX,y,197603824.0
GRUB,y,6918465536.0
GRVY,y,548893568.0
GRWG,y,425845760.0
GRX,y,193122384.0
